,logFC,pvalue,FDR
ELMOD3,-0.279275084730571,0.794075164492686,0.945287908003925
CCDC69,-0.123920087456141,0.794086466643214,0.945287908003925
POLR2C,0.201292831245711,0.79410917283133,0.945287908003925
RPL23AP87,0.630380893302552,0.794204491599107,0.945287908003925
RPS7P6,-0.648366544530087,0.794209505051187,0.945287908003925
AL133243.3,0.579407367453279,0.794276062043938,0.945287908003925
LYPLA1,1.01383951325542,0.794304422697743,0.945287908003925
ARFIP1,-0.502200291469769,0.794503339786361,0.945445710517059
NOTCH2,-0.234022121275769,0.794865591632944,0.945797836100429
AL365361.1,-0.628953592902215,0.795050312895061,0.945938679738941
ZCCHC2,1.24480040034814,0.795177572478646,0.946011138550912
AC073896.2,2.16188695685782,0.795388968220118,0.946160704906006
TFR2,2.40207683946532,0.795436030323967,0.946160704906006
TNNT3,0.587343200584137,0.79564522490751,0.94633057953291
ERLEC1,-0.432165018215068,0.795764213947908,0.946387694821494
NPTN,0.269642386908322,0.795826016099892,0.946387694821494
CSPP1,-0.306699568242711,0.795972726169729,0.946434680864579
PI4K2A,-0.656602109117756,0.79600236494645,0.946434680864579
ARMC8,0.316591778726611,0.796064692637989,0.946434680864579
TMEM65,-0.325064787638479,0.796300326905009,0.946564664039347
SUCLG2-AS1,4.73012967655532,0.796306819291799,0.946564664039347
RAPGEF2,0.284500929046305,0.796417476485295,0.946586245228155
CUTA,-0.529158335287203,0.796461699986598,0.946586245228155
AC009041.2,1.87386948715923,0.796636235404252,0.946586245228155
M6PR,0.157136301910075,0.796672470847053,0.946586245228155
CASD1,-0.260853988788844,0.796683446167535,0.946586245228155
MCOLN2,0.340202016449054,0.796763888342559,0.946586245228155
MRPS33,-0.193823760053032,0.796854617367452,0.946586245228155
KBTBD4,-0.41634728113733,0.79685616785796,0.946586245228155
SSSCA1-AS1,1.50661458758161,0.79694816321566,0.946616648458794
AC023424.1,-0.165672702662013,0.797137200561729,0.946723869996065
STXBP1,-0.666977205038529,0.79719619157109,0.946723869996065
TRDC,-0.192696925400826,0.797284971353531,0.946723869996065
NCK1,-0.199381776775633,0.797304067282039,0.946723869996065
TIMM8A,1.44067020541478,0.797450293611071,0.946798982158607
AP001486.1,-1.99441116987906,0.797519305634968,0.946798982158607
AC107464.3,-0.567259265943522,0.797721667717438,0.946798982158607
RPAP3,-0.250993890535579,0.797771716346862,0.946798982158607
Metazoa_SRP_ENSG00000268154.2,1.19437380484624,0.798018479157973,0.946798982158607
FAHD2B,0.613573516735994,0.79802271500344,0.946798982158607
THAP7-AS1,-0.571634013098393,0.798081216230349,0.946798982158607
AL445524.1,3.6866919673692,0.798096480540553,0.946798982158607
ZNF420,0.643127728726089,0.798104084960198,0.946798982158607
RPL12P19,-0.515937965002752,0.798109422597803,0.946798982158607
C5orf24,-0.471615476337777,0.798113625245326,0.946798982158607
PATL1,-0.398251863336619,0.798164293461149,0.946798982158607
AL078612.1,1.03275968617502,0.798283692808319,0.946861829160113
AC099689.1,1.62493569439402,0.798575410254352,0.947129038983864
AC098590.1,1.55271393993035,0.798925441647933,0.947211162246989
ASXL2,-0.181116642700861,0.798966559509879,0.947211162246989
LINC00426,0.991706634431676,0.798992880745334,0.947211162246989
DHRS4-AS1,-0.335377064481429,0.799069324875967,0.947211162246989
UBE2D4,-0.385717626124487,0.799123138621139,0.947211162246989
NDUFB10,0.204803949130163,0.799136955704994,0.947211162246989
AP003733.3,-0.679736481445146,0.799248152478288,0.947211162246989
RPL7P8,0.525618378548156,0.799288548352475,0.947211162246989
RPS10P16,0.266879595314942,0.799329741013494,0.947211162246989
MTX3,-0.525600736596384,0.799337281747506,0.947211162246989
FAM126A,-0.365710017327024,0.799375525602801,0.947211162246989
NMI,-0.151023147752035,0.799564087291692,0.947212298189362
ZSCAN12,7.93813946981238,0.799619048369722,0.947212298189362
TMEM127,-0.335477586152328,0.799727887815408,0.947212298189362
ABRAXAS1,-0.323173240840744,0.799762343673384,0.947212298189362
RRAS,-8.74632183966705,0.799765125942781,0.947212298189362
EVI2B,0.292856735494393,0.799837096307136,0.947212298189362
DDX3P3,-0.630073458812066,0.799970662521961,0.947212298189362
AC138466.2,-0.689512034392378,0.799989987077463,0.947212298189362
FTX,-0.166873263812551,0.80020725634345,0.947212298189362
CBWD4P,-0.353873815923984,0.800209286347463,0.947212298189362
ANKRD27,1.16637617767751,0.800230393451346,0.947212298189362
ZNF524,0.452363757458728,0.80023706120743,0.947212298189362
CENPU,-0.78316633133633,0.800313100056819,0.947212298189362
ATG4D,-0.357725849480635,0.800321521710662,0.947212298189362
VNN2,-0.372500342288288,0.800450690198784,0.947212298189362
AC068491.1,-1.25570604797068,0.800509360104286,0.947212298189362
AC002310.1,-0.528411430380984,0.800565029771803,0.947212298189362
RPS26P3,-0.255981339198094,0.800572459377358,0.947212298189362
RPS26,-0.0838677457591772,0.800671603161902,0.947250985450297
TMED8,0.302963046911997,0.800773252794608,0.947259756802152
AC084880.1,0.591739147578172,0.800925416360262,0.947259756802152
MTBP,-0.803695121121765,0.801105741035616,0.947259756802152
KIZ,0.313033428680247,0.801118660076359,0.947259756802152
PIGF,0.252522877718878,0.801222172509858,0.947259756802152
SUGP1,-0.340339000283529,0.80124966437061,0.947259756802152
CHN2,-1.04986299768749,0.801283295720921,0.947259756802152
MRPL55,-0.537125010620734,0.801318305596299,0.947259756802152
HOXB3,0.361738971030338,0.801356058139619,0.947259756802152
OPA1,0.23963225111487,0.80139156246524,0.947259756802152
AL645608.3,-1.96866144436233,0.801409927524604,0.947259756802152
PRXL2C,1.01558570460826,0.801571058426282,0.947279237096199
WDR73,-0.258451457376445,0.801625006211366,0.947279237096199
ZNF304,-0.473462204385968,0.801625751706547,0.947279237096199
GPN2,0.749793669332268,0.801717134509996,0.947295254437704
RPE,0.444035750212819,0.801831732249882,0.947295254437704
ARL11,-0.59067286972226,0.801868994301844,0.947295254437704
DNHD1,-0.958655819976256,0.801951036676493,0.947295254437704
EIF4BP7,-0.238692229202824,0.80197155063192,0.947295254437704
AC093789.1,-0.744798040382787,0.802247835238877,0.947504791214411
PPP1R10,0.30801660815603,0.802281869721462,0.947504791214411
TNIP1,0.166242562105474,0.802465972785221,0.947545335063734
KIT,1.8717938708896,0.802481181756787,0.947545335063734
FAM86B1,-0.523213888045644,0.802515598734534,0.947545335063734
SAMD9,0.137551338750623,0.802647207962361,0.947554877317398
EFCAB14,-0.144535418068456,0.802748146407993,0.947554877317398
FAM83G,0.992614849325954,0.802807203735154,0.947554877317398
AC005831.1,-0.620689838840391,0.80294184561732,0.947554877317398
ACP5,0.405017523047465,0.803203215888412,0.947554877317398
RPL23AP58,-1.58175410132118,0.803269888033245,0.947554877317398
HNRNPA3P13,-0.677992288845208,0.80328250477087,0.947554877317398
DNAJC21,-0.175917661377892,0.80331035650781,0.947554877317398
GPN1,-0.296332035992535,0.803370772840911,0.947554877317398
VPS51,-0.168945043561698,0.803432091554799,0.947554877317398
PMEPA1,-7.20571534775151,0.803460982893155,0.947554877317398
CU634019.5,-0.495151493694794,0.803518036508546,0.947554877317398
PHF3,-0.12920716272086,0.803543040771783,0.947554877317398
AC022730.1,-0.44775269786629,0.803603343201689,0.947554877317398
NACAP5,3.96245699378478,0.803707249893171,0.947554877317398
RNA5-8SN1,0.441802577214504,0.803715865508346,0.947554877317398
NPM1P21,0.690565128942028,0.803764680211395,0.947554877317398
RNF167,0.370722138844799,0.80382837410688,0.947554877317398
ZNF546,-0.447164802372203,0.80384227104661,0.947554877317398
PEX19,0.400231639760875,0.8038530223258,0.947554877317398
AL031708.1,2.2485601462521,0.804069663172684,0.947731882446448
NBN,0.456856355863045,0.804164649976174,0.947765480329062
AC009090.1,1.39012792217659,0.804247906601654,0.947785248947109
DPY19L1,0.333656486385784,0.804551887046696,0.948065110079161
AC008105.3,0.661909256886697,0.804713025723949,0.948176617465957
ZNF573,0.366497520834674,0.805202517852955,0.948641024760163
RNF6,0.376249754597395,0.805269175171907,0.948641024760163
URM1,-0.405268355304235,0.805306795850694,0.948641024760163
SLC16A3,0.299694767928887,0.805416271081063,0.948660106022719
ZNF674-AS1,0.652624608939595,0.805509189678809,0.948660106022719
HLTF,0.262084048319996,0.805522627904392,0.948660106022719
MRPS11,0.504929581986061,0.805600511240311,0.948673458470335
CISD3,-0.205654752699046,0.805671126902956,0.948678251022428
CCDC126,0.654695570980182,0.806045138644848,0.94899604351965
GOLGA5P1,-1.23119318433908,0.806076858615879,0.94899604351965
CLPTM1L,1.12860156376542,0.806140718786683,0.94899604351965
LGALS1,0.722006472830789,0.806410427081767,0.949225257400482
ZKSCAN8,0.331190490673808,0.806502127690089,0.949225257400482
PLEKHM3,0.493925018326795,0.806632875169009,0.949225257400482
AL662844.4,2.13131015550069,0.806641209216259,0.949225257400482
HLA-DRB6,-0.643611905667798,0.806668349705867,0.949225257400482
SIK1,1.53559247178006,0.806904670597262,0.949424973921638
PGRMC1,0.421781992571694,0.806974310368775,0.949428552332859
DUSP18,-0.647790501379112,0.807149359518239,0.949556137092921
EIPR1,0.310968901699406,0.807216023004699,0.949556202983331
ITGB2-AS1,-0.806833733825669,0.807293691537034,0.949569213411878
TMED4,-0.169056770867555,0.807579928560622,0.949699051817753
CCT2,0.122069444480516,0.80766464152205,0.949699051817753
MYO1B,0.644943239459726,0.807725932744022,0.949699051817753
HERC2P8,-2.21556822067149,0.807784224881584,0.949699051817753
AL118506.1,0.620198534730481,0.807967097383717,0.949699051817753
TCP1P1,-0.305170244631498,0.808073458942772,0.949699051817753
MT-TN,0.643592163334105,0.808115265406104,0.949699051817753
HNRNPA1P27,-0.603725060886163,0.808204724335882,0.949699051817753
TMUB1,-0.393412746208219,0.808239133848187,0.949699051817753
NAE1,0.208269361583226,0.808253148050456,0.949699051817753
AL034550.2,2.96355181927758,0.808317960051821,0.949699051817753
SMIM11A,0.525566789478054,0.808349500965428,0.949699051817753
LACTB,0.39388312658415,0.808380221178894,0.949699051817753
SELENOW,-0.338083930720022,0.808409638436907,0.949699051817753
TECR,-0.244157631176918,0.808443092853189,0.949699051817753
DTX2P1-UPK3BP1-PMS2P11,0.251018697647195,0.808469956008716,0.949699051817753
SFMBT1,-0.378354543860344,0.809402207885002,0.950715817385564
SLC25A25,-0.790221933497422,0.809549013490973,0.950799034771032
EDF1,-0.0996383632077319,0.809606445222051,0.950799034771032
TRMT13,-0.217105251485449,0.809722122362444,0.950813271853293
DTX3L,0.406150440751304,0.809751959425563,0.950813271853293
TOR1A,-0.680647765132145,0.809875916111497,0.950814810305453
LINC01409,0.45884602362894,0.80994094156566,0.950814810305453
AC004967.2,3.19462568531644,0.809953356926867,0.950814810305453
VPS28,0.323219232119765,0.810169928659061,0.95090931413198
TULP4,-0.167775039436608,0.810271121920895,0.95090931413198
HMGB1P11,-0.597158639851878,0.810281012589141,0.95090931413198
REXO1,-0.337306783774077,0.810300669758368,0.95090931413198
ZNF787,0.257467921310271,0.810495453475601,0.9509110473001
METTL7A,-1.23103113219264,0.810538109771524,0.9509110473001
WDR91,-2.04273795865752,0.810556487077305,0.9509110473001
RPS24P17,-0.245650138071318,0.810568956705304,0.9509110473001
CBFB,0.17400110978531,0.810637817332154,0.950913578860133
PI16,2.28064335076604,0.810719062247688,0.950930636120046
LRRN3,-1.73030628503221,0.810837576917448,0.950991402429876
LSG1,-0.183318654023773,0.81099083406261,0.951071359699162
KYAT3,-0.303776054752242,0.811097234771393,0.951071359699162
ANAPC15,-0.336161764833331,0.81110589164018,0.951071359699162
ATF6,-0.179444191702031,0.811207667070121,0.951109064443713
MAP1LC3B,-0.24119787025232,0.81149252191521,0.951109064443713
AC027279.1,0.499293035649054,0.811573455713196,0.951109064443713
RHOT1,-0.316866976069716,0.811609534942793,0.951109064443713
ALAD,-0.189204044445012,0.811793852887654,0.951109064443713
AC113155.1,-0.484171016155337,0.811855423287204,0.951109064443713
LINC02812,-0.417623864725519,0.812128290625995,0.951109064443713
AC021723.1,-0.267886727085972,0.812134758696495,0.951109064443713
Z97634.1,-0.776047360099106,0.812261945885866,0.951109064443713
FAM133DP,-0.983325026850402,0.812266196553156,0.951109064443713
TRMT1,0.32354896075868,0.812270941545198,0.951109064443713
AC008969.1,-0.570437603462572,0.81229419251864,0.951109064443713
SAP30L,-0.538669207065296,0.812374431129147,0.951109064443713
FIRRE,-0.316410638214069,0.812378077561714,0.951109064443713
MTND5P12,0.537567251931261,0.812398763052533,0.951109064443713
PTPDC1,0.551116330546241,0.81240867456069,0.951109064443713
GDAP2,-0.906582206893737,0.812426708643246,0.951109064443713
MTCO1P42,-0.77043266458426,0.812462543425472,0.951109064443713
USPL1,-0.299417006373167,0.812465975042118,0.951109064443713
AP003072.1,-0.693013422246923,0.812499915255224,0.951109064443713
ZNF383,-0.274077161374031,0.812559865394101,0.951109064443713
ZFYVE28,0.800264997176205,0.812633303210895,0.951109064443713
MRPL15,0.228541722249007,0.812672524830869,0.951109064443713
CHMP7,0.878018346342597,0.812806059187004,0.951133959896941
CAPN1,-0.336748293928088,0.812859603285041,0.951133959896941
DHRSX,-0.331683909855624,0.812977471874376,0.951133959896941
RSPH3,0.412321596816847,0.813159127056197,0.951133959896941
AC004692.1,0.742112371690981,0.813163906253388,0.951133959896941
TCTE3,-0.592620228705885,0.813201501968538,0.951133959896941
IL10RB,1.06720135522205,0.813251868424048,0.951133959896941
MVD,-0.493084394609391,0.813307754444121,0.951133959896941
DUSP23,0.53402120467233,0.813327772327768,0.951133959896941
SNRPA1,0.177096952672119,0.813360978191892,0.951133959896941
RPS15AP6,-0.451442405616864,0.813469791076966,0.951169417318135
AC067945.1,-0.920423480529035,0.813560082423148,0.951169417318135
OTUD1,-0.496056867517374,0.813643459381743,0.951169417318135
PML,0.204381252293045,0.813661554539687,0.951169417318135
ZNF664,0.477753737756324,0.813724902750559,0.951169417318135
TRIM73,0.487861783766667,0.813832408417774,0.951189922283693
FAM76A,-0.753140442092855,0.813894666688613,0.951189922283693
TMEM254,0.50142052579884,0.813983624683387,0.951189922283693
LINC00894,0.485986934016497,0.814009333043003,0.951189922283693
EIF1,0.0516817789342895,0.81424443640674,0.951321031146982
SNAPC2,-0.453807578571102,0.814254995935429,0.951321031146982
TNFRSF1A,0.219332337939762,0.814701274357044,0.951709965250065
ATRIP,-0.541028468751417,0.814821600539749,0.951709965250065
NUP133,0.275827545861078,0.81483641099757,0.951709965250065
SCFD1,0.273462219833696,0.814917622150565,0.951709965250065
NSD1,-0.264568715827945,0.814921685311977,0.951709965250065
POLR3A,-0.233167636230888,0.815003773285607,0.951727866313861
SRPK2P,0.358400707915349,0.815158331920448,0.951771710383968
AL109766.1,-0.248888575634936,0.815222203966125,0.951771710383968
RPL12P8,-0.948857018718744,0.815257675305295,0.951771710383968
AC087276.1,-1.00265170148414,0.815308370314886,0.951771710383968
NPTN-IT1,0.481880602651233,0.81564204730572,0.952078413177077
RN7SL834P,-0.60526051634493,0.815756506408945,0.952078413177077
EEF1A1P17,-1.60307151321129,0.815771451806818,0.952078413177077
AC104532.2,0.653328000995422,0.816010995265125,0.952110404395399
METTL17,0.273987010461728,0.816053069260323,0.952110404395399
PPP1R2,-0.331175394510043,0.816096853684873,0.952110404395399
TSC2,0.17549086329042,0.816137676525839,0.952110404395399
TXLNG,-0.258606537824055,0.816141492130165,0.952110404395399
BOLA1,-0.238894614637732,0.816308988808194,0.952110404395399
SSH1,-0.463700318252594,0.816316039175573,0.952110404395399
AGTPBP1,-0.230270191217495,0.816364830129764,0.952110404395399
GUSB,0.25039116824354,0.816463538881229,0.952110404395399
INTS10,0.214548636990441,0.816466729358428,0.952110404395399
AL117379.1,-0.554542715371561,0.816601446536782,0.95218672506122
MED19,-0.250155027224283,0.81666576089531,0.95218672506122
DHX9,0.200223030928927,0.816876401089431,0.952354430318198
RIT1,-0.496294746910073,0.816956936635829,0.952370438194487
ST13P15,0.385741300204184,0.817396410070921,0.952761981240093
TPT1-AS1,0.195327462422116,0.817426472541216,0.952761981240093
SGSM3,-0.376913822500045,0.81755853094253,0.952763970095726
RNF165,-0.427050593137506,0.817561843867916,0.952763970095726
MCEE,0.318616700885295,0.8176697169712,0.952811793783017
NUP62,0.13499275567543,0.817827942027671,0.952834880548694
HOXB2,-0.504569769561595,0.817878652213352,0.952834880548694
PDCD4,0.618279790151457,0.817890041615766,0.952834880548694
PITHD1,0.259344085228246,0.81800129707332,0.952838311719552
CD79B,0.425619671175679,0.818071693505577,0.952838311719552
ASF1A,-0.184190401257883,0.818312438638543,0.952838311719552
GATC,0.165468324432484,0.818347548489563,0.952838311719552
AL024507.1,-0.17525057913299,0.818367302058938,0.952838311719552
KLHDC1,-1.07570195691415,0.818440103068264,0.952838311719552
POLR3C,-0.25045335118545,0.818485336041481,0.952838311719552
ZFAND4,1.66773950877855,0.818591073205895,0.952838311719552
CC2D2A,0.520443496706024,0.818727459777725,0.952838311719552
RPS29P7,-0.350295116770997,0.818731960748459,0.952838311719552
CD58,0.618147842175219,0.818732213922652,0.952838311719552
AC022916.1,-0.307484746902879,0.818777219624145,0.952838311719552
RAB5A,-0.197804817530562,0.818798078556925,0.952838311719552
AC024568.1,-0.33665033688081,0.818843952283217,0.952838311719552
ZNF586,0.369298863242521,0.818895552412174,0.952838311719552
